local_id,county_id,county_dist_id,school_id,record_type,school_name,dist_name,county_name,enrollment_12,test_takers,avg_eng,pct_eng,avg_math,pct_math,abv_avg_both,abv_pct_both,year
0.0,0.0,0.0,0.0,X,State of California,State of California,State of California,489650.0,170411.0,116500,68.36,81551,47.86,77178,45.29,2019
